This file houses 100 phasevectors, one vector per row
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.191894	4.675156	3.141734	3.015440	5.684537	3.831905	3.880912	5.400035	5.061039	3.623648	1.149336	1.507537	5.570119	0.180165	3.078141	1.055117	6.149232	4.477991	3.144556	2.959936	0.374596	4.284956	0.266603	0.448905	3.277623	0.607773	5.140579	5.136800	4.539222	0.941632	4.144422	3.258428	6.113379	4.077734	5.028625	2.851295	2.716796	5.185600	0.524456	0.836738	1.089433	2.456335	5.223713	5.047687	0.379952	2.508611	3.310458	2.618828	4.127172	3.945673	1.834590	2.712144	0.097308	6.183055	1.050350	0.667377	2.339919	1.244815	3.076798	2.133100	5.979271	5.782617	0.330979	4.636099	1.690927	2.656755	3.442374	5.923391	2.624764	6.176701	1.894097	4.405133	4.186730	3.387431	4.386326	4.187918	1.119239	0.804338	6.277407	1.075185	0.204837	3.526122	5.540931	4.204552	1.196528	2.317971	2.894826	6.167813	0.982721	5.375408	4.051175	2.364188	1.199609	2.690793	3.028634	0.757825	3.703985	1.421179	2.416633	3.663011	1.582145	1.824893	3.877296	1.666809	5.179709	6.174256	4.588288	2.160643	3.669816	0.677133	5.694502	5.527027	5.138141	1.638202	3.734450	0.141451	2.671983	1.964871	1.014639	1.123221	2.657069	0.592060	3.760635	2.958904	4.372778	4.397525	4.012007	0.211139	0.432321	2.008104	3.335519	4.112004	2.561147	5.152094	4.513582	6.086203	3.338469	2.042951	0.663688	3.838766	
4.435619	4.053464	3.470265	1.370418	4.852920	1.432744	2.330212	5.597871	5.380775	2.528565	1.998173	3.824169	5.718925	5.712032	3.717097	2.089608	5.359957	2.779668	5.682233	0.208472	3.345334	4.501886	1.126587	2.114499	1.179435	2.022728	2.537507	3.446744	0.306234	3.472918	1.726691	1.517400	1.527726	0.968612	6.009341	5.878934	5.144135	4.575804	1.104658	2.264278	1.186202	0.007530	1.988122	4.395823	3.928594	3.412160	2.758552	1.805959	3.152017	4.784936	4.790351	3.619466	4.697704	4.056013	0.774211	3.169225	2.181907	0.578981	0.928966	1.245137	4.223998	2.711265	4.363068	1.613425	0.061315	3.344433	1.755471	5.945339	5.695351	2.467310	0.156170	4.218762	5.260098	6.104112	0.357720	2.829468	3.659769	4.314273	4.520329	4.084327	4.567339	2.348954	3.654188	0.729594	0.362253	6.156046	1.789600	3.738334	6.045436	1.167279	1.212905	2.146613	5.861570	2.454637	1.716671	0.954712	2.495108	2.354451	0.823818	2.733441	0.574994	3.861815	0.068984	3.601901	4.962019	1.478853	2.814991	3.577383	0.385797	3.118275	4.035786	1.390254	5.259381	6.101446	5.317918	3.179288	1.752227	4.691134	1.488678	6.015178	3.897209	3.771558	1.084506	0.567665	1.603860	5.394558	5.724403	4.395929	4.556455	1.444417	3.619451	5.093327	2.537423	6.210547	0.565479	2.016532	3.213277	0.380801	4.559632	3.496943	
5.382109	3.431337	2.893399	0.959228	1.607167	2.460783	6.060801	3.263637	0.759536	5.748453	2.868948	5.684289	1.834063	4.914637	0.351274	1.338594	4.879170	4.378187	5.704395	3.825723	3.421551	4.731978	5.511982	5.615745	5.377348	4.292950	2.561117	0.300684	1.498086	0.087708	2.398291	5.699622	1.907548	5.449595	0.924713	1.947238	2.627905	1.320573	4.822061	1.523960	5.567790	1.869519	1.198065	4.549777	6.011817	5.664084	4.401902	5.111196	5.443907	5.580808	1.447968	3.936262	1.532734	2.781441	4.918387	4.497688	1.537077	4.635937	5.703950	5.291903	6.103902	0.897613	5.384137	4.788113	4.776864	2.886609	2.413271	0.674994	2.861814	0.925177	1.844690	2.390234	5.809097	1.215595	4.115804	2.477012	1.215709	0.199399	5.037998	1.968681	4.693177	3.711065	1.862516	5.123958	5.607821	3.704458	5.121980	3.487971	5.118119	0.240985	5.331191	0.719336	0.949856	4.574376	1.269040	4.637044	5.448597	1.313431	4.578933	3.853477	3.223099	6.027681	1.158893	1.261272	4.141377	4.643934	2.352223	6.132890	0.221239	2.062434	4.090098	0.247246	0.852138	1.500044	5.399515	5.745836	0.047800	1.546804	3.831045	6.185881	6.153194	3.890515	5.958458	2.348408	1.429835	3.570001	3.519094	1.766219	5.480189	5.313291	4.071370	4.546943	1.675978	0.766492	0.947836	4.196577	2.114610	3.881031	4.871515	4.605174	
3.326066	5.214933	5.395742	4.957615	1.997004	2.841303	4.726388	0.690281	0.689532	1.695729	3.296394	6.111347	4.463629	1.959474	1.831279	5.342953	5.728050	4.016690	1.604539	0.557104	5.266915	3.673895	5.957143	0.383456	3.673410	1.791387	5.200795	1.200003	2.780498	2.471877	5.193517	4.252907	1.304408	1.998711	0.840759	4.218926	3.587643	1.066678	0.927749	2.991297	5.705776	3.469418	0.206967	0.338431	5.058361	2.836072	2.404237	4.961478	2.288882	3.344853	4.471471	5.475648	2.065218	4.084812	6.125076	0.477317	3.688350	2.600526	1.942361	1.657718	4.767469	6.253126	1.172263	4.908080	1.230235	6.235175	5.040758	2.665495	4.579587	3.131248	5.083036	2.240012	0.460202	3.713309	5.718879	1.217467	2.716647	4.707109	0.246203	5.945935	4.798301	3.511173	1.155119	3.128705	3.253720	6.247013	5.371192	6.046962	4.265912	2.535274	5.874647	3.012690	1.456390	2.489965	4.430132	3.509530	4.754051	6.254792	6.047135	3.361926	6.056175	0.726499	0.323259	1.912281	3.645453	3.336148	5.662457	3.396378	2.714214	3.409677	4.476234	0.104770	5.032334	0.895412	3.006344	1.613744	2.319071	4.157992	1.065684	1.751652	1.245464	1.225671	2.053594	5.531326	2.960020	2.538214	1.126145	6.087935	2.560120	5.306071	3.866202	2.366317	5.511495	4.931373	2.921394	5.114368	5.645091	2.696985	2.100654	3.748844	
5.667375	4.411214	2.371620	4.617864	5.994805	3.410595	3.393585	1.954760	0.447580	1.143417	0.584267	2.912189	0.058638	5.749277	4.038465	0.008916	0.190916	1.309857	2.858637	0.799636	0.054335	4.568376	2.224979	4.903687	2.743595	2.742955	0.309216	0.311846	0.572399	3.732445	1.514776	5.286478	5.386027	6.054554	3.071848	1.384249	1.421311	3.372737	4.788477	2.183829	2.898005	4.016990	5.763792	1.015190	4.496470	3.630040	2.722498	5.555861	2.469617	1.124534	3.979352	3.920711	2.060518	5.045180	6.279905	6.163668	0.798197	1.459208	0.148487	3.816612	0.696235	2.560144	5.554818	3.444020	2.318515	1.309076	2.770528	6.007958	0.779278	2.957893	5.384038	0.272630	4.345609	6.151147	1.779825	0.840568	4.305739	5.714272	3.838203	5.654759	1.215380	4.740189	2.175620	2.630301	0.978417	5.145932	3.926510	4.640512	5.058671	0.422372	5.973992	3.126369	4.744722	4.664669	5.222141	0.983330	2.873355	3.883640	5.857081	5.247014	5.626112	3.660072	3.661506	5.371658	0.219068	5.563259	2.561848	0.228595	4.688186	0.972818	0.904203	3.807353	1.598950	2.036721	2.524527	2.553319	2.426510	3.831498	1.048605	1.181817	0.594571	2.030639	4.835520	1.471007	4.651853	4.353106	5.177836	5.202336	1.843285	1.943824	3.286293	2.043914	5.226621	5.091232	3.499723	1.652252	4.276124	1.468086	2.867805	2.416305	
3.384133	6.231058	4.745190	6.160380	1.475183	3.321035	0.323182	4.755589	3.782350	5.385750	6.209528	5.840123	2.573058	0.002145	3.398439	1.305210	1.377799	2.047101	0.602868	4.696893	4.703020	3.413651	2.124548	5.229707	3.471913	6.016421	5.609837	2.239978	3.433144	2.178266	3.913185	5.005341	4.686470	0.788767	5.167254	0.158025	2.603933	4.595569	4.909518	2.307725	4.680143	5.606280	1.524322	0.814282	1.414143	2.199202	1.803806	5.827579	0.322414	3.723835	1.023524	5.267859	1.052816	3.155420	6.278972	2.233089	0.295798	1.342469	2.499697	2.096499	1.442635	5.881817	4.292602	6.045139	2.751867	5.908309	0.036658	3.834672	5.033307	1.463866	5.858873	4.795721	5.192736	3.603178	4.979937	2.067427	1.404053	1.962781	3.672669	5.214504	1.825030	2.529324	5.416466	3.862523	6.227817	1.279878	5.197508	4.246564	1.564196	2.989449	2.507464	3.766382	5.029833	0.660167	5.161274	5.284701	2.227428	2.702206	3.595485	4.403412	4.665075	4.761927	2.444968	2.697387	6.008891	3.600085	5.338961	1.736329	3.910175	3.696785	6.053651	0.539743	3.144727	3.277245	0.566530	5.684187	5.556780	2.758253	4.911708	0.932833	3.894418	1.637547	2.800141	5.303005	1.232792	1.909156	3.036629	2.122536	5.017034	6.204567	0.999325	1.488360	4.412283	2.359158	6.117968	6.109176	4.044474	5.404161	2.525108	3.970538	
6.190424	3.515300	5.865931	4.526050	3.041304	4.015151	5.577187	1.248700	2.484160	6.234021	2.528050	4.139717	5.663337	6.254168	4.103946	0.681326	0.226911	3.883582	3.563473	6.044202	4.687919	4.162711	3.288075	1.632964	6.044385	3.394202	0.190193	4.375073	3.265473	0.370900	5.592263	2.074722	1.443255	0.715960	1.953585	1.435283	4.096619	0.415696	1.730586	1.770729	5.529619	2.791810	4.749548	3.790623	4.921405	0.715847	6.148498	5.331890	0.318221	2.929233	2.046140	3.959696	1.447012	3.643525	3.789743	3.769152	2.817555	0.222572	3.228394	2.561844	0.678873	2.889484	2.832980	3.462917	5.060505	4.403571	5.480417	0.327933	1.380298	2.888016	6.022644	4.964001	2.839212	2.094991	0.371307	4.655245	3.184284	1.256168	2.684136	1.059912	4.723036	2.314417	5.917616	0.107898	5.209112	3.936987	3.385044	4.087260	4.565548	0.593689	5.513960	0.090240	1.849158	1.130439	5.820079	0.428390	3.651116	4.003339	4.092045	5.432580	0.351560	5.132452	3.323318	4.362733	1.334579	3.413529	4.414065	6.009456	2.793141	0.536570	0.360279	3.954954	5.002541	4.342883	2.169633	5.949025	3.268452	5.992984	0.462415	1.300820	4.869643	5.744011	4.916911	1.856896	0.954075	5.327579	4.931387	1.701685	1.431377	2.017048	5.212291	5.165923	3.585706	3.592912	1.797106	4.392786	5.003036	2.774586	2.803655	2.925843	
1.753255	4.243508	5.677892	5.708437	4.694777	1.636842	4.333122	0.828317	0.775979	1.199478	0.915662	3.675937	0.460945	5.166828	4.542133	5.817338	3.095340	4.114751	5.592811	3.383656	1.773147	6.132122	0.228868	2.049855	6.113625	2.293568	1.942444	0.759715	5.753926	0.851235	2.086758	5.639032	3.139386	3.865970	3.663932	4.387259	0.184301	3.316785	0.201520	5.197088	2.136196	5.320042	1.546101	3.653617	5.891598	0.300256	0.339152	0.129547	4.281856	3.761294	0.716472	5.002957	3.882070	0.441165	0.435293	0.854560	4.956750	0.580557	1.494574	1.530885	0.658617	5.393189	4.386919	4.610238	4.087404	3.243824	2.050757	4.158062	0.738686	0.928764	0.124185	6.058824	6.097033	0.778239	2.936824	4.126130	1.823290	4.740894	3.506759	2.687900	1.678830	4.735863	5.644665	4.576949	2.556189	5.895612	1.604898	3.349963	5.998902	1.682307	1.571328	5.828740	0.430916	1.881188	3.717029	1.277366	3.995372	5.016308	3.152281	4.089173	5.001133	1.466331	3.775182	0.706622	3.240651	5.264308	5.785495	3.130458	1.744282	4.099904	5.763558	3.203416	6.121026	1.239540	0.698596	1.868332	2.490771	2.643686	1.957057	4.359545	0.577248	2.526397	1.854676	1.925776	0.663260	3.731129	1.776429	0.975286	0.004139	1.781883	3.460847	5.472040	0.265486	5.684536	0.822934	5.238473	5.029491	5.767211	0.862704	3.171327	
2.544429	1.090586	3.613985	3.808980	1.347402	3.266831	6.215238	3.078228	4.366017	2.585040	0.218509	1.839915	5.035607	2.177136	0.523490	3.211376	2.304882	4.646287	3.297040	5.054954	5.132804	1.190484	0.777189	5.158473	4.008029	0.101284	5.629449	3.238197	3.421332	3.810389	4.777962	5.374303	2.405633	0.531867	4.611062	2.085950	5.276302	2.335606	5.203830	1.109099	0.813797	5.528472	0.276957	4.314789	4.610431	2.746835	2.386598	6.155369	2.506950	2.765776	0.985253	2.048534	1.973309	5.620313	1.552099	1.952054	2.568999	4.448564	0.902502	5.474678	0.522484	2.901184	0.190940	4.732499	4.398498	1.347820	4.271967	3.501573	5.344973	3.509570	5.666011	2.635907	2.250187	3.072399	1.608258	5.838143	2.932720	1.595978	2.709425	4.414126	2.527913	1.142535	5.379984	3.670645	2.347265	1.392948	1.375981	3.281283	2.723275	4.657750	0.442648	5.323953	4.271814	0.858607	5.393500	1.255595	3.816029	3.412052	1.019916	0.035519	4.847384	4.805302	2.645657	0.356968	3.680357	1.094250	4.577996	3.357050	1.590050	5.762037	4.763877	5.573378	0.432272	1.153142	4.631164	4.377589	4.881990	3.153552	2.673475	3.840516	5.376973	4.214743	3.289826	1.877513	4.423168	2.397732	3.566870	5.578595	5.296407	5.647318	5.899930	5.123530	0.008531	0.019419	0.549583	1.638198	0.143248	2.664604	2.142974	3.401427	
